--------- beginning of main
08-25 17:47:56.801 27960 27960 D TemperatureHistoryAnalyzer: Point 197: 28.25°C at 2025-08-21 17:47:48 [EXCURSION]
08-25 17:47:56.801 27960 27960 D TemperatureHistoryAnalyzer: Point 198: 28.25°C at 2025-08-21 17:47:58 [EXCURSION]
08-25 17:47:56.801 27960 27960 D TemperatureHistoryAnalyzer: Point 199: 28.25°C at 2025-08-21 17:48:08 [EXCURSION]
08-25 17:47:56.801 27960 27960 D TemperatureHistoryAnalyzer: Point 200: 28.25°C at 2025-08-21 17:48:18 [EXCURSION]
08-25 17:47:56.802 27960 27960 D TemperatureHistoryAnalyzer: Point 201: 28.25°C at 2025-08-21 17:48:28 [EXCURSION]
08-25 17:47:56.802 27960 27960 D TemperatureHistoryAnalyzer: Point 202: 28.25°C at 2025-08-21 17:48:38 [EXCURSION]
08-25 17:47:56.802 27960 27960 D TemperatureHistoryAnalyzer: Point 203: 28.25°C at 2025-08-21 17:48:48 [EXCURSION]
08-25 17:47:56.802 27960 27960 D TemperatureHistoryAnalyzer: Point 204: 28.25°C at 2025-08-21 17:48:58 [EXCURSION]
08-25 17:47:56.802 27960 27960 D TemperatureHistoryAnalyzer: Point 205: 28.21°C at 2025-08-21 17:49:08 [EXCURSION]
08-25 17:47:56.802 27960 27960 D TemperatureHistoryAnalyzer: Point 206: 28.25°C at 2025-08-21 17:49:18 [EXCURSION]
08-25 17:47:56.802 27960 27960 D TemperatureHistoryAnalyzer: Point 207: 28.25°C at 2025-08-21 17:49:28 [EXCURSION]
08-25 17:47:56.802 27960 27960 D TemperatureHistoryAnalyzer: Point 208: 28.25°C at 2025-08-21 17:49:38 [EXCURSION]
08-25 17:47:56.802 27960 27960 D TemperatureHistoryAnalyzer: Point 209: 28.25°C at 2025-08-21 17:49:48 [EXCURSION]
08-25 17:47:56.802 27960 27960 D TemperatureHistoryAnalyzer: Point 210: 28.25°C at 2025-08-21 17:49:58 [EXCURSION]
08-25 17:47:56.802 27960 27960 D TemperatureHistoryAnalyzer: Point 211: 28.29°C at 2025-08-21 17:50:08 [EXCURSION]
08-25 17:47:56.802 27960 27960 D TemperatureHistoryAnalyzer: Point 212: 28.25°C at 2025-08-21 17:50:18 [EXCURSION]
08-25 17:47:56.802 27960 27960 D TemperatureHistoryAnalyzer: Point 213: 28.25°C at 2025-08-21 17:50:28 [EXCURSION]
08-25 17:47:56.802 27960 27960 D TemperatureHistoryAnalyzer: Point 214: 28.25°C at 2025-08-21 17:50:38 [EXCURSION]
08-25 17:47:56.802 27960 27960 D TemperatureHistoryAnalyzer: Point 215: 28.25°C at 2025-08-21 17:50:48 [EXCURSION]
08-25 17:47:56.803 27960 27960 D TemperatureHistoryAnalyzer: Point 216: 28.25°C at 2025-08-21 17:50:58 [EXCURSION]
08-25 17:47:56.803 27960 27960 D TemperatureHistoryAnalyzer: Point 217: 28.25°C at 2025-08-21 17:51:08 [EXCURSION]
08-25 17:47:56.803 27960 27960 D TemperatureHistoryAnalyzer: Point 218: 28.29°C at 2025-08-21 17:51:18 [EXCURSION]
08-25 17:47:56.803 27960 27960 D TemperatureHistoryAnalyzer: Point 219: 28.29°C at 2025-08-21 17:51:28 [EXCURSION]
08-25 17:47:56.803 27960 27960 D TemperatureHistoryAnalyzer: Point 220: 28.25°C at 2025-08-21 17:51:38 [EXCURSION]
08-25 17:47:56.803 27960 27960 D TemperatureHistoryAnalyzer: Point 221: 28.25°C at 2025-08-21 17:51:48 [EXCURSION]
08-25 17:47:56.803 27960 27960 D TemperatureHistoryAnalyzer: Point 222: 28.25°C at 2025-08-21 17:51:58 [EXCURSION]
08-25 17:47:56.803 27960 27960 D TemperatureHistoryAnalyzer: Point 223: 28.25°C at 2025-08-21 17:52:08 [EXCURSION]
08-25 17:47:56.803 27960 27960 D TemperatureHistoryAnalyzer: Point 224: 28.29°C at 2025-08-21 17:52:18 [EXCURSION]
08-25 17:47:56.803 27960 27960 D TemperatureHistoryAnalyzer: Point 225: 28.25°C at 2025-08-21 17:52:28 [EXCURSION]
08-25 17:47:56.803 27960 27960 D TemperatureHistoryAnalyzer: Point 226: 28.29°C at 2025-08-21 17:52:38 [EXCURSION]
08-25 17:47:56.803 27960 27960 D TemperatureHistoryAnalyzer: Point 227: 28.25°C at 2025-08-21 17:52:48 [EXCURSION]
08-25 17:47:56.803 27960 27960 D TemperatureHistoryAnalyzer: Point 228: 28.25°C at 2025-08-21 17:52:58 [EXCURSION]
08-25 17:47:56.803 27960 27960 D TemperatureHistoryAnalyzer: Point 229: 28.29°C at 2025-08-21 17:53:08 [EXCURSION]
08-25 17:47:56.803 27960 27960 D TemperatureHistoryAnalyzer: Point 230: 28.29°C at 2025-08-21 17:53:18 [EXCURSION]
08-25 17:47:56.803 27960 27960 D TemperatureHistoryAnalyzer: Point 231: 28.25°C at 2025-08-21 17:53:28 [EXCURSION]
08-25 17:47:56.803 27960 27960 D TemperatureHistoryAnalyzer: Point 232: 28.29°C at 2025-08-21 17:53:38 [EXCURSION]
08-25 17:47:56.803 27960 27960 D TemperatureHistoryAnalyzer: Point 233: 28.25°C at 2025-08-21 17:53:48 [EXCURSION]
08-25 17:47:56.804 27960 27960 D TemperatureHistoryAnalyzer: Point 234: 28.29°C at 2025-08-21 17:53:58 [EXCURSION]
08-25 17:47:56.804 27960 27960 D TemperatureHistoryAnalyzer: Point 235: 28.25°C at 2025-08-21 17:54:08 [EXCURSION]
08-25 17:47:56.804 27960 27960 D TemperatureHistoryAnalyzer: Point 236: 28.25°C at 2025-08-21 17:54:18 [EXCURSION]
08-25 17:47:56.804 27960 27960 D TemperatureHistoryAnalyzer: Point 237: 28.25°C at 2025-08-21 17:54:28 [EXCURSION]
08-25 17:47:56.804 27960 27960 D TemperatureHistoryAnalyzer: Point 238: 28.25°C at 2025-08-21 17:54:38 [EXCURSION]
08-25 17:47:56.804 27960 27960 D TemperatureHistoryAnalyzer: Point 239: 28.25°C at 2025-08-21 17:54:48 [EXCURSION]
08-25 17:47:56.804 27960 27960 D TemperatureHistoryAnalyzer: Point 240: 28.25°C at 2025-08-21 17:54:58 [EXCURSION]
08-25 17:47:56.804 27960 27960 D TemperatureHistoryAnalyzer: Point 241: 28.29°C at 2025-08-21 17:55:08 [EXCURSION]
08-25 17:47:56.804 27960 27960 D TemperatureHistoryAnalyzer: Point 242: 28.29°C at 2025-08-21 17:55:18 [EXCURSION]
08-25 17:47:56.804 27960 27960 D TemperatureHistoryAnalyzer: Point 243: 28.25°C at 2025-08-21 17:55:28 [EXCURSION]
08-25 17:47:56.804 27960 27960 D TemperatureHistoryAnalyzer: Point 244: 28.25°C at 2025-08-21 17:55:38 [EXCURSION]
08-25 17:47:56.804 27960 27960 D TemperatureHistoryAnalyzer: Point 245: 28.29°C at 2025-08-21 17:55:48 [EXCURSION]
08-25 17:47:56.804 27960 27960 D TemperatureHistoryAnalyzer: Point 246: 28.25°C at 2025-08-21 17:55:58 [EXCURSION]
08-25 17:47:56.804 27960 27960 D TemperatureHistoryAnalyzer: Point 247: 28.29°C at 2025-08-21 17:56:08 [EXCURSION]
08-25 17:47:56.804 27960 27960 D TemperatureHistoryAnalyzer: Point 248: 28.29°C at 2025-08-21 17:56:18 [EXCURSION]
08-25 17:47:56.804 27960 27960 D TemperatureHistoryAnalyzer: Point 249: 28.29°C at 2025-08-21 17:56:28 [EXCURSION]
08-25 17:47:56.804 27960 27960 D TemperatureHistoryAnalyzer: Point 250: 28.29°C at 2025-08-21 17:56:38 [EXCURSION]
08-25 17:47:56.805 27960 27960 D TemperatureHistoryAnalyzer: Point 251: 28.25°C at 2025-08-21 17:56:48 [EXCURSION]
08-25 17:47:56.805 27960 27960 D TemperatureHistoryAnalyzer: Point 252: 28.25°C at 2025-08-21 17:56:58 [EXCURSION]
08-25 17:47:56.805 27960 27960 D TemperatureHistoryAnalyzer: Point 253: 28.25°C at 2025-08-21 17:57:08 [EXCURSION]
08-25 17:47:56.805 27960 27960 D TemperatureHistoryAnalyzer: Point 254: 28.29°C at 2025-08-21 17:57:18 [EXCURSION]
08-25 17:47:56.805 27960 27960 D TemperatureHistoryAnalyzer: Point 255: 28.29°C at 2025-08-21 17:57:28 [EXCURSION]
08-25 17:47:56.805 27960 27960 D TemperatureHistoryAnalyzer: Point 256: 28.29°C at 2025-08-21 17:57:38 [EXCURSION]
08-25 17:47:56.805 27960 27960 D TemperatureHistoryAnalyzer: Point 257: 28.32°C at 2025-08-21 17:57:48 [EXCURSION]
08-25 17:47:56.805 27960 27960 D TemperatureHistoryAnalyzer: Point 258: 28.29°C at 2025-08-21 17:57:58 [EXCURSION]
08-25 17:47:56.805 27960 27960 D TemperatureHistoryAnalyzer: Point 259: 28.32°C at 2025-08-21 17:58:08 [EXCURSION]
08-25 17:47:56.805 27960 27960 D TemperatureHistoryAnalyzer: Point 260: 28.32°C at 2025-08-21 17:58:18 [EXCURSION]
08-25 17:47:56.805 27960 27960 D TemperatureHistoryAnalyzer: Point 261: 28.32°C at 2025-08-21 17:58:28 [EXCURSION]
08-25 17:47:56.805 27960 27960 D TemperatureHistoryAnalyzer: Point 262: 28.29°C at 2025-08-21 17:58:38 [EXCURSION]
08-25 17:47:56.805 27960 27960 D TemperatureHistoryAnalyzer: Point 263: 28.29°C at 2025-08-21 17:58:48 [EXCURSION]
08-25 17:47:56.805 27960 27960 D TemperatureHistoryAnalyzer: Point 264: 28.29°C at 2025-08-21 17:58:58 [EXCURSION]
08-25 17:47:56.805 27960 27960 D TemperatureHistoryAnalyzer: Point 265: 28.29°C at 2025-08-21 17:59:08 [EXCURSION]
08-25 17:47:56.805 27960 27960 D TemperatureHistoryAnalyzer: Point 266: 28.29°C at 2025-08-21 17:59:18 [EXCURSION]
08-25 17:47:56.805 27960 27960 D TemperatureHistoryAnalyzer: Point 267: 28.32°C at 2025-08-21 17:59:28 [EXCURSION]
08-25 17:47:56.805 27960 27960 D TemperatureHistoryAnalyzer: Point 268: 28.29°C at 2025-08-21 17:59:38 [EXCURSION]
08-25 17:47:56.806 27960 27960 D TemperatureHistoryAnalyzer: Point 269: 28.29°C at 2025-08-21 17:59:48 [EXCURSION]
08-25 17:47:56.806 27960 27960 D TemperatureHistoryAnalyzer: Point 270: 28.29°C at 2025-08-21 17:59:58 [EXCURSION]
08-25 17:47:56.806 27960 27960 D TemperatureHistoryAnalyzer: Point 271: 28.32°C at 2025-08-21 18:00:08 [EXCURSION]
08-25 17:47:56.806 27960 27960 D TemperatureHistoryAnalyzer: Point 272: 28.32°C at 2025-08-21 18:00:18 [EXCURSION]
08-25 17:47:56.806 27960 27960 D TemperatureHistoryAnalyzer: Point 273: 28.29°C at 2025-08-21 18:00:28 [EXCURSION]
08-25 17:47:56.806 27960 27960 D TemperatureHistoryAnalyzer: Point 274: 28.32°C at 2025-08-21 18:00:38 [EXCURSION]
08-25 17:47:56.806 27960 27960 D TemperatureHistoryAnalyzer: Point 275: 28.29°C at 2025-08-21 18:00:48 [EXCURSION]
08-25 17:47:56.806 27960 27960 D TemperatureHistoryAnalyzer: Point 276: 28.32°C at 2025-08-21 18:00:58 [EXCURSION]
08-25 17:47:56.806 27960 27960 D TemperatureHistoryAnalyzer: Point 277: 28.29°C at 2025-08-21 18:01:08 [EXCURSION]
08-25 17:47:56.806 27960 27960 D TemperatureHistoryAnalyzer: Point 278: 28.29°C at 2025-08-21 18:01:18 [EXCURSION]
08-25 17:47:56.806 27960 27960 D TemperatureHistoryAnalyzer: Point 279: 28.32°C at 2025-08-21 18:01:28 [EXCURSION]
08-25 17:47:56.806 27960 27960 D TemperatureHistoryAnalyzer: Point 280: 28.32°C at 2025-08-21 18:01:38 [EXCURSION]
08-25 17:47:56.806 27960 27960 D TemperatureHistoryAnalyzer: Point 281: 28.32°C at 2025-08-21 18:01:48 [EXCURSION]
08-25 17:47:56.806 27960 27960 D TemperatureHistoryAnalyzer: Point 282: 28.32°C at 2025-08-21 18:01:58 [EXCURSION]
08-25 17:47:56.806 27960 27960 D TemperatureHistoryAnalyzer: Point 283: 28.32°C at 2025-08-21 18:02:08 [EXCURSION]
08-25 17:47:56.807 27960 27960 D TemperatureHistoryAnalyzer: Point 284: 28.32°C at 2025-08-21 18:02:18 [EXCURSION]
08-25 17:47:56.807 27960 27960 D TemperatureHistoryAnalyzer: Point 285: 28.32°C at 2025-08-21 18:02:28 [EXCURSION]
08-25 17:47:56.807 27960 27960 D TemperatureHistoryAnalyzer: Point 286: 28.32°C at 2025-08-21 18:02:38 [EXCURSION]
08-25 17:47:56.807 27960 27960 D TemperatureHistoryAnalyzer: Point 287: 28.35°C at 2025-08-21 18:02:48 [EXCURSION]
08-25 17:47:56.807 27960 27960 D TemperatureHistoryAnalyzer: Point 288: 28.32°C at 2025-08-21 18:02:58 [EXCURSION]
08-25 17:47:56.807 27960 27960 D TemperatureHistoryAnalyzer: Point 289: 28.32°C at 2025-08-21 18:03:08 [EXCURSION]
08-25 17:47:56.807 27960 27960 D TemperatureHistoryAnalyzer: Point 290: 28.32°C at 2025-08-21 18:03:18 [EXCURSION]
08-25 17:47:56.807 27960 27960 D TemperatureHistoryAnalyzer: Point 291: 28.32°C at 2025-08-21 18:03:28 [EXCURSION]
08-25 17:47:56.807 27960 27960 D TemperatureHistoryAnalyzer: Point 292: 28.32°C at 2025-08-21 18:03:38 [EXCURSION]
08-25 17:47:56.807 27960 27960 D TemperatureHistoryAnalyzer: Point 293: 28.32°C at 2025-08-21 18:03:48 [EXCURSION]
08-25 17:47:56.807 27960 27960 D TemperatureHistoryAnalyzer: Point 294: 28.32°C at 2025-08-21 18:03:58 [EXCURSION]
08-25 17:47:56.807 27960 27960 D TemperatureHistoryAnalyzer: Point 295: 28.32°C at 2025-08-21 18:04:08 [EXCURSION]
08-25 17:47:56.807 27960 27960 D TemperatureHistoryAnalyzer: Point 296: 28.32°C at 2025-08-21 18:04:18 [EXCURSION]
08-25 17:47:56.808 27960 27960 D TemperatureHistoryAnalyzer: Point 297: 28.29°C at 2025-08-21 18:04:28 [EXCURSION]
08-25 17:47:57.785 27960 27960 D TemperatureHistoryAnalyzer: Point 22620: 24.57°C at 2025-08-25 04:29:38 [EXCURSION]
08-25 17:47:57.785 27960 27960 D TemperatureHistoryAnalyzer: Point 22621: 24.5°C at 2025-08-25 04:29:48 [EXCURSION]
08-25 17:47:57.785 27960 27960 D TemperatureHistoryAnalyzer: Point 22622: 24.57°C at 2025-08-25 04:29:58 [EXCURSION]
08-25 17:47:57.785 27960 27960 D TemperatureHistoryAnalyzer: Point 22623: 24.54°C at 2025-08-25 04:30:08 [EXCURSION]
08-25 17:47:57.785 27960 27960 D TemperatureHistoryAnalyzer: Point 22624: 24.5°C at 2025-08-25 04:30:18 [EXCURSION]
08-25 17:47:57.785 27960 27960 D TemperatureHistoryAnalyzer: Point 22625: 24.54°C at 2025-08-25 04:30:28 [EXCURSION]
08-25 17:47:57.786 27960 27960 D TemperatureHistoryAnalyzer: Point 22626: 24.54°C at 2025-08-25 04:30:38 [EXCURSION]
08-25 17:47:57.786 27960 27960 D TemperatureHistoryAnalyzer: Point 22627: 24.54°C at 2025-08-25 04:30:48 [EXCURSION]
08-25 17:47:57.786 27960 27960 D TemperatureHistoryAnalyzer: Point 22628: 24.54°C at 2025-08-25 04:30:58 [EXCURSION]
08-25 17:47:57.786 27960 27960 D TemperatureHistoryAnalyzer: Point 22629: 24.54°C at 2025-08-25 04:31:08 [EXCURSION]
08-25 17:47:57.786 27960 27960 D TemperatureHistoryAnalyzer: Point 22630: 24.57°C at 2025-08-25 04:31:18 [EXCURSION]
08-25 17:47:57.786 27960 27960 D TemperatureHistoryAnalyzer: Point 22631: 24.54°C at 2025-08-25 04:31:28 [EXCURSION]
08-25 17:47:57.786 27960 27960 D TemperatureHistoryAnalyzer: Point 22632: 24.57°C at 2025-08-25 04:31:38 [EXCURSION]
08-25 17:47:57.786 27960 27960 D TemperatureHistoryAnalyzer: Point 22633: 24.54°C at 2025-08-25 04:31:48 [EXCURSION]
08-25 17:47:57.786 27960 27960 D TemperatureHistoryAnalyzer: Point 22634: 24.54°C at 2025-08-25 04:31:58 [EXCURSION]
08-25 17:47:57.786 27960 27960 D TemperatureHistoryAnalyzer: Point 22635: 24.54°C at 2025-08-25 04:32:08 [EXCURSION]
08-25 17:47:57.787 27960 27960 D TemperatureHistoryAnalyzer: Point 22636: 24.5°C at 2025-08-25 04:32:18 [EXCURSION]
08-25 17:47:57.787 27960 27960 D TemperatureHistoryAnalyzer: Point 22637: 24.54°C at 2025-08-25 04:32:28 [EXCURSION]
08-25 17:47:57.787 27960 27960 D TemperatureHistoryAnalyzer: Point 22638: 24.54°C at 2025-08-25 04:32:38 [EXCURSION]
08-25 17:47:57.787 27960 27960 D TemperatureHistoryAnalyzer: Point 22639: 24.57°C at 2025-08-25 04:32:48 [EXCURSION]
08-25 17:47:57.787 27960 27960 D TemperatureHistoryAnalyzer: Point 22640: 24.54°C at 2025-08-25 04:32:58 [EXCURSION]
08-25 17:47:57.787 27960 27960 D TemperatureHistoryAnalyzer: Point 22641: 24.54°C at 2025-08-25 04:33:08 [EXCURSION]
08-25 17:47:57.787 27960 27960 D TemperatureHistoryAnalyzer: Point 22642: 24.54°C at 2025-08-25 04:33:18 [EXCURSION]
08-25 17:47:57.787 27960 27960 D TemperatureHistoryAnalyzer: Point 22643: 24.54°C at 2025-08-25 04:33:28 [EXCURSION]
08-25 17:47:57.787 27960 27960 D TemperatureHistoryAnalyzer: Point 22644: 24.57°C at 2025-08-25 04:33:38 [EXCURSION]
08-25 17:47:57.787 27960 27960 D TemperatureHistoryAnalyzer: Point 22645: 24.57°C at 2025-08-25 04:33:48 [EXCURSION]
08-25 17:47:57.787 27960 27960 D TemperatureHistoryAnalyzer: Point 22646: 24.54°C at 2025-08-25 04:33:58 [EXCURSION]
08-25 17:47:57.788 27960 27960 D TemperatureHistoryAnalyzer: Point 22647: 24.54°C at 2025-08-25 04:34:08 [EXCURSION]
08-25 17:47:57.788 27960 27960 D TemperatureHistoryAnalyzer: Point 22648: 24.54°C at 2025-08-25 04:34:18 [EXCURSION]
08-25 17:47:57.788 27960 27960 D TemperatureHistoryAnalyzer: Point 22649: 24.57°C at 2025-08-25 04:34:28 [EXCURSION]
08-25 17:47:57.788 27960 27960 D TemperatureHistoryAnalyzer: Point 22650: 24.54°C at 2025-08-25 04:34:38 [EXCURSION]
08-25 17:47:57.788 27960 27960 D TemperatureHistoryAnalyzer: Point 22651: 24.57°C at 2025-08-25 04:34:48 [EXCURSION]
08-25 17:47:57.788 27960 27960 D TemperatureHistoryAnalyzer: Point 22652: 24.54°C at 2025-08-25 04:34:58 [EXCURSION]
08-25 17:47:57.788 27960 27960 D TemperatureHistoryAnalyzer: Point 22653: 24.54°C at 2025-08-25 04:35:08 [EXCURSION]
08-25 17:47:57.788 27960 27960 D TemperatureHistoryAnalyzer: Point 22654: 24.57°C at 2025-08-25 04:35:18 [EXCURSION]
08-25 17:47:57.788 27960 27960 D TemperatureHistoryAnalyzer: Point 22655: 24.54°C at 2025-08-25 04:35:28 [EXCURSION]
08-25 17:47:57.788 27960 27960 D TemperatureHistoryAnalyzer: Point 22656: 24.54°C at 2025-08-25 04:35:38 [EXCURSION]
08-25 17:47:57.788 27960 27960 D TemperatureHistoryAnalyzer: Point 22657: 24.5°C at 2025-08-25 04:35:48 [EXCURSION]
08-25 17:47:57.788 27960 27960 D TemperatureHistoryAnalyzer: Point 22658: 24.54°C at 2025-08-25 04:35:58 [EXCURSION]
08-25 17:47:57.789 27960 27960 D TemperatureHistoryAnalyzer: Point 22659: 24.54°C at 2025-08-25 04:36:08 [EXCURSION]
08-25 17:47:57.789 27960 27960 D TemperatureHistoryAnalyzer: Point 22660: 24.54°C at 2025-08-25 04:36:18 [EXCURSION]
08-25 17:47:57.789 27960 27960 D TemperatureHistoryAnalyzer: Point 22661: 24.54°C at 2025-08-25 04:36:28 [EXCURSION]
08-25 17:47:57.789 27960 27960 D TemperatureHistoryAnalyzer: Point 22662: 24.54°C at 2025-08-25 04:36:38 [EXCURSION]
08-25 17:47:57.789 27960 27960 D TemperatureHistoryAnalyzer: Point 22663: 24.54°C at 2025-08-25 04:36:48 [EXCURSION]
08-25 17:47:57.789 27960 27960 D TemperatureHistoryAnalyzer: Point 22664: 24.54°C at 2025-08-25 04:36:58 [EXCURSION]
08-25 17:47:57.789 27960 27960 D TemperatureHistoryAnalyzer: Point 22665: 24.5°C at 2025-08-25 04:37:08 [EXCURSION]
08-25 17:47:57.789 27960 27960 D TemperatureHistoryAnalyzer: Point 22666: 24.54°C at 2025-08-25 04:37:18 [EXCURSION]
08-25 17:47:57.789 27960 27960 D TemperatureHistoryAnalyzer: Point 22667: 24.54°C at 2025-08-25 04:37:28 [EXCURSION]
08-25 17:47:57.789 27960 27960 D TemperatureHistoryAnalyzer: Point 22668: 24.54°C at 2025-08-25 04:37:38 [EXCURSION]
08-25 17:47:57.789 27960 27960 D TemperatureHistoryAnalyzer: Point 22669: 24.54°C at 2025-08-25 04:37:48 [EXCURSION]
08-25 17:47:57.789 27960 27960 D TemperatureHistoryAnalyzer: Point 22670: 24.54°C at 2025-08-25 04:37:58 [EXCURSION]
08-25 17:47:57.789 27960 27960 D TemperatureHistoryAnalyzer: Point 22671: 24.5°C at 2025-08-25 04:38:08 [EXCURSION]
08-25 17:47:57.790 27960 27960 D TemperatureHistoryAnalyzer: Point 22672: 24.54°C at 2025-08-25 04:38:18 [EXCURSION]
08-25 17:47:57.790 27960 27960 D TemperatureHistoryAnalyzer: Point 22673: 24.5°C at 2025-08-25 04:38:28 [EXCURSION]
08-25 17:47:57.790 27960 27960 D TemperatureHistoryAnalyzer: Point 22674: 24.57°C at 2025-08-25 04:38:38 [EXCURSION]
08-25 17:47:57.790 27960 27960 D TemperatureHistoryAnalyzer: Point 22675: 24.54°C at 2025-08-25 04:38:48 [EXCURSION]
08-25 17:47:57.790 27960 27960 D TemperatureHistoryAnalyzer: Point 22676: 24.5°C at 2025-08-25 04:38:58 [EXCURSION]
08-25 17:47:57.790 27960 27960 D TemperatureHistoryAnalyzer: Point 22677: 24.54°C at 2025-08-25 04:39:08 [EXCURSION]
08-25 17:47:57.790 27960 27960 D TemperatureHistoryAnalyzer: Point 22678: 24.54°C at 2025-08-25 04:39:18 [EXCURSION]
08-25 17:47:57.790 27960 27960 D TemperatureHistoryAnalyzer: Point 22679: 24.54°C at 2025-08-25 04:39:28 [EXCURSION]
08-25 17:47:57.790 27960 27960 D TemperatureHistoryAnalyzer: Point 22680: 24.5°C at 2025-08-25 04:39:38 [EXCURSION]
08-25 17:47:57.790 27960 27960 D TemperatureHistoryAnalyzer: Point 22681: 24.54°C at 2025-08-25 04:39:48 [EXCURSION]
08-25 17:47:57.790 27960 27960 D TemperatureHistoryAnalyzer: Point 22682: 24.54°C at 2025-08-25 04:39:58 [EXCURSION]
08-25 17:47:57.790 27960 27960 D TemperatureHistoryAnalyzer: Point 22683: 24.54°C at 2025-08-25 04:40:08 [EXCURSION]
08-25 17:47:57.791 27960 27960 D TemperatureHistoryAnalyzer: Point 22684: 24.54°C at 2025-08-25 04:40:18 [EXCURSION]
08-25 17:47:57.791 27960 27960 D TemperatureHistoryAnalyzer: Point 22685: 24.5°C at 2025-08-25 04:40:28 [EXCURSION]
08-25 17:47:57.791 27960 27960 D TemperatureHistoryAnalyzer: Point 22686: 24.54°C at 2025-08-25 04:40:38 [EXCURSION]
08-25 17:47:57.791 27960 27960 D TemperatureHistoryAnalyzer: Point 22687: 24.54°C at 2025-08-25 04:40:48 [EXCURSION]
08-25 17:47:57.791 27960 27960 D TemperatureHistoryAnalyzer: Point 22688: 24.5°C at 2025-08-25 04:40:58 [EXCURSION]
08-25 17:47:57.791 27960 27960 D TemperatureHistoryAnalyzer: Point 22689: 24.54°C at 2025-08-25 04:41:08 [EXCURSION]
08-25 17:47:57.791 27960 27960 D TemperatureHistoryAnalyzer: Point 22690: 24.5°C at 2025-08-25 04:41:18 [EXCURSION]
08-25 17:47:57.791 27960 27960 D TemperatureHistoryAnalyzer: Point 22691: 24.54°C at 2025-08-25 04:41:28 [EXCURSION]
08-25 17:47:57.791 27960 27960 D TemperatureHistoryAnalyzer: Point 22692: 24.54°C at 2025-08-25 04:41:38 [EXCURSION]
08-25 17:47:57.791 27960 27960 D TemperatureHistoryAnalyzer: Point 22693: 24.54°C at 2025-08-25 04:41:48 [EXCURSION]
08-25 17:47:57.791 27960 27960 D TemperatureHistoryAnalyzer: Point 22694: 24.5°C at 2025-08-25 04:41:58 [EXCURSION]
08-25 17:47:57.791 27960 27960 D TemperatureHistoryAnalyzer: Point 22695: 24.54°C at 2025-08-25 04:42:08 [EXCURSION]
08-25 17:47:57.792 27960 27960 D TemperatureHistoryAnalyzer: Point 22696: 24.57°C at 2025-08-25 04:42:18 [EXCURSION]
08-25 17:47:57.792 27960 27960 D TemperatureHistoryAnalyzer: Point 22697: 24.5°C at 2025-08-25 04:42:28 [EXCURSION]
08-25 17:47:57.792 27960 27960 D TemperatureHistoryAnalyzer: Point 22698: 24.5°C at 2025-08-25 04:42:38 [EXCURSION]
08-25 17:47:57.792 27960 27960 D TemperatureHistoryAnalyzer: Point 22699: 24.54°C at 2025-08-25 04:42:48 [EXCURSION]
08-25 17:47:57.792 27960 27960 D TemperatureHistoryAnalyzer: Point 22700: 24.54°C at 2025-08-25 04:42:58 [EXCURSION]
08-25 17:47:57.792 27960 27960 D TemperatureHistoryAnalyzer: Point 22701: 24.54°C at 2025-08-25 04:43:08 [EXCURSION]
08-25 17:47:57.792 27960 27960 D TemperatureHistoryAnalyzer: Point 22702: 24.54°C at 2025-08-25 04:43:18 [EXCURSION]
08-25 17:47:57.792 27960 27960 D TemperatureHistoryAnalyzer: Point 22703: 24.5°C at 2025-08-25 04:43:28 [EXCURSION]
08-25 17:47:57.792 27960 27960 D TemperatureHistoryAnalyzer: Point 22704: 24.5°C at 2025-08-25 04:43:38 [EXCURSION]
08-25 17:47:57.792 27960 27960 D TemperatureHistoryAnalyzer: Point 22705: 24.57°C at 2025-08-25 04:43:48 [EXCURSION]
08-25 17:47:57.792 27960 27960 D TemperatureHistoryAnalyzer: Point 22706: 24.5°C at 2025-08-25 04:43:58 [EXCURSION]
08-25 17:47:57.792 27960 27960 D TemperatureHistoryAnalyzer: Point 22707: 24.54°C at 2025-08-25 04:44:08 [EXCURSION]
08-25 17:47:57.792 27960 27960 D TemperatureHistoryAnalyzer: Point 22708: 24.5°C at 2025-08-25 04:44:18 [EXCURSION]
